Task File,Solving Time,Solution
00d62c1b.json,320.4103670120239,"{'abstraction': 'ccgbr', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 4}]}], 'train_error': 0, 'test_error': 0.0, 'time': 320.4103670120239, 'nodes_explored': {'total_nodes_explored': 59448, 'total_unique_frontier_nodes': 32986, 'frontier_nodes_expanded': 3}}"
9565186b.json,2.5032551288604736,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 'most', 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 5}]}], 'train_error': 0, 'test_error': 0.0, 'time': 2.5032551288604736, 'nodes_explored': {'total_nodes_explored': 1176, 'total_unique_frontier_nodes': 459, 'frontier_nodes_expanded': 2}}"
08ed6ac7.json,18.05299401283264,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 1}]}, {'filters': ['filter_by_size'], 'filter_params': [{'size': 'max', 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 2}]}, {'filters': ['filter_by_size', 'filter_by_degree'], 'filter_params': [{'size': 8, 'exclude': True}, {'degree': 3, 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 3}]}, {'filters': ['filter_by_size'], 'filter_params': [{'size': 'min', 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 4}]}], 'train_error': 0, 'test_error': 0.0, 'time': 18.05299401283264, 'nodes_explored': {'total_nodes_explored': 16696, 'total_unique_frontier_nodes': 7922, 'frontier_nodes_expanded': 6}}"
6455b5f5.json,372.97623014450073,"{'abstraction': 'ccg', 'apply_call': [{'filters': ['filter_by_size'], 'filter_params': [{'size': 'max', 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 1}]}, {'filters': ['filter_by_size'], 'filter_params': [{'size': 'min', 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 8}]}], 'train_error': 0, 'test_error': 0.0, 'time': 372.97623014450073, 'nodes_explored': {'total_nodes_explored': 54905, 'total_unique_frontier_nodes': 26293, 'frontier_nodes_expanded': 8}}"
7f4411dc.json,97.65572190284729,"{'abstraction': 'lrg', 'apply_call': [{'filters': ['filter_by_size'], 'filter_params': [{'size': 1, 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 0}]}], 'train_error': 0, 'test_error': 0.0, 'time': 97.65572190284729, 'nodes_explored': {'total_nodes_explored': 30173, 'total_unique_frontier_nodes': 14348, 'frontier_nodes_expanded': 4}}"
b2862040.json,248.5138659477234,"{'abstraction': 'ccgbr2', 'apply_call': [{'filters': ['filter_by_neighbor_color'], 'filter_params': [{'color': 1, 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 8}]}], 'train_error': 0, 'test_error': 0.0, 'time': 248.5138659477234, 'nodes_explored': {'total_nodes_explored': 56173, 'total_unique_frontier_nodes': 16613, 'frontier_nodes_expanded': 4}}"
67385a82.json,0.5426530838012695,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_size'], 'filter_params': [{'size': 1, 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 8}]}], 'train_error': 0, 'test_error': 0.0, 'time': 0.5426530838012695, 'nodes_explored': {'total_nodes_explored': 128, 'total_unique_frontier_nodes': 66, 'frontier_nodes_expanded': 2}}"
810b9b61.json,454.32394909858704,"{'abstraction': 'ccgbr', 'apply_call': [{'filters': ['filter_by_neighbor_color'], 'filter_params': [{'color': 0, 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 3}]}], 'train_error': 0, 'test_error': 0.0, 'time': 454.32394909858704, 'nodes_explored': {'total_nodes_explored': 14432, 'total_unique_frontier_nodes': 6786, 'frontier_nodes_expanded': 3}}"
a5313dff.json,7.41877293586731,"{'abstraction': 'ccgbr', 'apply_call': [{'filters': ['filter_by_color', 'filter_by_size'], 'filter_params': [{'color': 0, 'exclude': False}, {'size': 5, 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 1}]}], 'train_error': 0, 'test_error': 0.0, 'time': 7.41877293586731, 'nodes_explored': {'total_nodes_explored': 4049, 'total_unique_frontier_nodes': 1882, 'frontier_nodes_expanded': 3}}"
d2abd087.json,115.49437713623047,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 1}]}, {'filters': ['filter_by_size'], 'filter_params': [{'size': 6, 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 2}]}], 'train_error': 0, 'test_error': 0.0, 'time': 115.49437713623047, 'nodes_explored': {'total_nodes_explored': 60890, 'total_unique_frontier_nodes': 31343, 'frontier_nodes_expanded': 6}}"
6e82a1ae.json,55.259113073349,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 1}]}, {'filters': ['filter_by_size'], 'filter_params': [{'size': 3, 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 2}]}, {'filters': ['filter_by_size'], 'filter_params': [{'size': 2, 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 3}]}], 'train_error': 0, 'test_error': 0.0, 'time': 55.259113073349, 'nodes_explored': {'total_nodes_explored': 37736, 'total_unique_frontier_nodes': 18916, 'frontier_nodes_expanded': 7}}"
ea32f347.json,36.78610706329346,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 1}]}, {'filters': ['filter_by_size'], 'filter_params': [{'size': 'max', 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 4}]}, {'filters': ['filter_by_size'], 'filter_params': [{'size': 'min', 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 2}]}], 'train_error': 0, 'test_error': 0.0, 'time': 36.78610706329346, 'nodes_explored': {'total_nodes_explored': 17198, 'total_unique_frontier_nodes': 10076, 'frontier_nodes_expanded': 6}}"
aabf363d.json,10.493272066116333,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 'least'}]}, {'filters': ['filter_by_size'], 'filter_params': [{'size': 1, 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 0}]}], 'train_error': 0, 'test_error': 0.0, 'time': 10.493272066116333, 'nodes_explored': {'total_nodes_explored': 17363, 'total_unique_frontier_nodes': 8101, 'frontier_nodes_expanded': 6}}"
c0f76784.json,222.02545595169067,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['fill_rectangle'], 'transformation_params': [{'fill_color': 8, 'overlap': True}]}, {'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['insert'], 'transformation_params': [{'object_id': 1, 'point': {'filters': ['param_bind_node_by_size'], 'filter_params': [{'size': 12, 'exclude': False}]}, 'relative_pos': <RelativePosition.TARGET: 'TARGET'>}]}, {'filters': ['filter_by_color', 'filter_by_size'], 'filter_params': [{'color': 7, 'exclude': True}, {'size': 'min', 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 6}]}], 'train_error': 0, 'test_error': 0.0, 'time': 222.02545595169067, 'nodes_explored': {'total_nodes_explored': 66403, 'total_unique_frontier_nodes': 29301, 'frontier_nodes_expanded': 8}}"
d5d6de2d.json,19.916409969329834,"{'abstraction': 'ccg', 'apply_call': [{'filters': ['filter_by_size'], 'filter_params': [{'size': 'max', 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': {'filters': ['param_bind_neighbor_by_size'], 'filter_params': [{'size': 1, 'exclude': True}]}}]}, {'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 3}]}], 'train_error': 0, 'test_error': 0.0, 'time': 19.916409969329834, 'nodes_explored': {'total_nodes_explored': 9663, 'total_unique_frontier_nodes': 4794, 'frontier_nodes_expanded': 7}}"
25d8a9c8.json,99.2585780620575,"{'abstraction': 'lrg', 'apply_call': [{'filters': ['filter_by_size'], 'filter_params': [{'size': 3, 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 0}]}, {'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 5}]}], 'train_error': 0, 'test_error': 0.0, 'time': 99.2585780620575, 'nodes_explored': {'total_nodes_explored': 143390, 'total_unique_frontier_nodes': 53342, 'frontier_nodes_expanded': 8}}"
aedd82e4.json,4.444133996963501,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_size'], 'filter_params': [{'size': 1, 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 1}]}], 'train_error': 0, 'test_error': 0.0, 'time': 4.444133996963501, 'nodes_explored': {'total_nodes_explored': 200, 'total_unique_frontier_nodes': 98, 'frontier_nodes_expanded': 2}}"
c8f0f002.json,8.892606258392334,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 7, 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 5}]}], 'train_error': 0, 'test_error': 0.0, 'time': 8.892606258392334, 'nodes_explored': {'total_nodes_explored': 2133, 'total_unique_frontier_nodes': 1234, 'frontier_nodes_expanded': 2}}"
ddf7fa4f.json,4.115325927734375,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 5, 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': {'filters': ['param_bind_neighbor_by_size'], 'filter_params': [{'size': 1, 'exclude': False}]}}]}], 'train_error': 0, 'test_error': 0.0, 'time': 4.115325927734375, 'nodes_explored': {'total_nodes_explored': 793, 'total_unique_frontier_nodes': 477, 'frontier_nodes_expanded': 2}}"
5582e5ca.json,34.36222004890442,"{'abstraction': 'ccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 2, 'exclude': True}], 'transformation': ['update_color'], 'transformation_params': [{'color': 'most'}]}], 'train_error': 0, 'test_error': 0.0, 'time': 34.36222004890442, 'nodes_explored': {'total_nodes_explored': 48975, 'total_unique_frontier_nodes': 19407, 'frontier_nodes_expanded': 5}}"
b1948b0a.json,5.456313848495483,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 6, 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 2}]}], 'train_error': 0, 'test_error': 0.0, 'time': 5.456313848495483, 'nodes_explored': {'total_nodes_explored': 1147, 'total_unique_frontier_nodes': 656, 'frontier_nodes_expanded': 2}}"
