Task File,Solving Time,Solution
bb43febb.json,0.1212158203125,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['hollow_rectangle'], 'transformation_params': [{'fill_color': 2}]}], 'train_error': 0, 'test_error': 0.0, 'time': 0.1212158203125, 'nodes_explored': {'total_nodes_explored': 80, 'total_unique_frontier_nodes': 70, 'frontier_nodes_expanded': 2}}"
4258a5f9.json,0.07419896125793457,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['add_border'], 'transformation_params': [{'border_color': 1}]}], 'train_error': 0, 'test_error': 0.0, 'time': 0.07419896125793457, 'nodes_explored': {'total_nodes_explored': 94, 'total_unique_frontier_nodes': 47, 'frontier_nodes_expanded': 2}}"
ce22a75a.json,0.09041976928710938,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['insert'], 'transformation_params': [{'object_id': 0, 'point': <ImagePoints.TOP: 'TOP'>, 'relative_pos': <RelativePosition.SOURCE: 'SOURCE'>}]}], 'train_error': 0, 'test_error': 0.0, 'time': 0.09041976928710938, 'nodes_explored': {'total_nodes_explored': 103, 'total_unique_frontier_nodes': 58, 'frontier_nodes_expanded': 2}}"
4347f46a.json,0.4393038749694824,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['hollow_rectangle'], 'transformation_params': [{'fill_color': 0}]}], 'train_error': 0, 'test_error': 0.0, 'time': 0.4393038749694824, 'nodes_explored': {'total_nodes_explored': 77, 'total_unique_frontier_nodes': 53, 'frontier_nodes_expanded': 2}}"
b27ca6d3.json,1.40883207321167,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_size'], 'filter_params': [{'size': 1, 'exclude': True}], 'transformation': ['add_border'], 'transformation_params': [{'border_color': 3}]}], 'train_error': 0, 'test_error': 0.0, 'time': 1.40883207321167, 'nodes_explored': {'total_nodes_explored': 327, 'total_unique_frontier_nodes': 193, 'frontier_nodes_expanded': 2}}"
d037b0a7.json,0.09889984130859375,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['extend_node'], 'transformation_params': [{'direction': <Direction.DOWN: 'DOWN'>, 'overlap': True}]}], 'train_error': 0, 'test_error': 0.0, 'time': 0.09889984130859375, 'nodes_explored': {'total_nodes_explored': 21, 'total_unique_frontier_nodes': 17, 'frontier_nodes_expanded': 2}}"
88a10436.json,48.106122970581055,"{'abstraction': 'mcccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 1, 'exclude': False}], 'transformation': ['insert'], 'transformation_params': [{'object_id': -1, 'point': {'filters': ['param_bind_node_by_size'], 'filter_params': [{'size': 1, 'exclude': False}]}, 'relative_pos': <RelativePosition.TARGET: 'TARGET'>}]}], 'train_error': 0, 'test_error': 0.0, 'time': 48.106122970581055, 'nodes_explored': {'total_nodes_explored': 40236, 'total_unique_frontier_nodes': 20323, 'frontier_nodes_expanded': 4}}"
694f12f3.json,4.370558023452759,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['hollow_rectangle'], 'transformation_params': [{'fill_color': 2}]}, {'filters': ['filter_by_size'], 'filter_params': [{'size': 'min', 'exclude': False}], 'transformation': ['update_color'], 'transformation_params': [{'color': 1}]}], 'train_error': 0, 'test_error': 0.0, 'time': 4.370558023452759, 'nodes_explored': {'total_nodes_explored': 3204, 'total_unique_frontier_nodes': 1719, 'frontier_nodes_expanded': 5}}"
d43fd935.json,3.5567359924316406,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_neighbor_size'], 'filter_params': [{'size': 1, 'exclude': True}], 'transformation': ['extend_node'], 'transformation_params': [{'direction': {'filters': ['param_bind_neighbor_by_size'], 'filter_params': [{'size': 1, 'exclude': True}]}, 'overlap': False}]}], 'train_error': 0, 'test_error': 0.0, 'time': 3.5567359924316406, 'nodes_explored': {'total_nodes_explored': 1569, 'total_unique_frontier_nodes': 805, 'frontier_nodes_expanded': 2}}"
3aa6fb7a.json,0.0409398078918457,"{'abstraction': 'nbccg', 'apply_call': [{'filters': ['filter_by_color'], 'filter_params': [{'color': 0, 'exclude': True}], 'transformation': ['fill_rectangle'], 'transformation_params': [{'fill_color': 1, 'overlap': True}]}], 'train_error': 0, 'test_error': 0.0, 'time': 0.0409398078918457, 'nodes_explored': {'total_nodes_explored': 60, 'total_unique_frontier_nodes': 49, 'frontier_nodes_expanded': 2}}"
